Train_No,Distance,Route_Type,Start_Time,End_Time,Journey_Duration_Hours,Number_of_Stations,Number_of_Stops
56335,52,Short,1900-01-01 13:45:00,1900-01-01 15:40:00,1.9166666666666667,11,10
56336,52,Short,1900-01-01 11:20:00,1900-01-01 13:05:00,1.75,11,10
56337,44,Short,1900-01-01 19:10:00,1900-01-01 20:35:00,1.4166666666666667,10,9
56338,44,Short,1900-01-01 17:25:00,1900-01-01 18:50:00,1.4166666666666667,10,9
56361,107,Short,1900-01-01 04:20:00,1900-01-01 07:30:00,3.1666666666666665,22,21
56362,173,Short,1900-01-01 07:25:00,1900-01-01 13:00:00,5.583333333333333,33,32
56363,173,Short,1900-01-01 14:55:00,1900-01-01 20:05:00,5.166666666666667,33,32
56364,107,Short,1900-01-01 17:35:00,1900-01-01 21:05:00,3.5,22,21
56365,302,Medium,1900-01-01 05:55:00,1900-01-01 15:20:00,9.416666666666666,43,42
56366,302,Medium,1900-01-01 16:35:00,1900-01-01 03:10:00,10.583333333333334,43,42
56370,96,Short,1900-01-01 06:00:00,1900-01-01 08:40:00,2.6666666666666665,18,17
56371,96,Short,1900-01-01 06:45:00,1900-01-01 09:20:00,2.5833333333333335,17,16
56373,22,Short,1900-01-01 09:05:00,1900-01-01 09:35:00,0.5,3,2
56374,22,Short,1900-01-01 10:55:00,1900-01-01 11:30:00,0.5833333333333334,3,2
56375,96,Short,1900-01-01 13:05:00,1900-01-01 16:00:00,2.9166666666666665,18,17
56376,96,Short,1900-01-01 19:40:00,1900-01-01 22:25:00,2.75,17,16
56377,43,Short,1900-01-01 07:05:00,1900-01-01 08:10:00,1.0833333333333333,8,7
56378,43,Short,1900-01-01 22:20:00,1900-01-01 23:25:00,1.0833333333333333,6,5
56379,56,Short,1900-01-01 07:45:00,1900-01-01 09:30:00,1.75,12,11
56380,100,Short,1900-01-01 08:35:00,1900-01-01 11:10:00,2.5833333333333335,19,18
56381,100,Short,1900-01-01 10:05:00,1900-01-01 12:30:00,2.4166666666666665,11,10
56382,100,Short,1900-01-01 13:10:00,1900-01-01 15:35:00,2.4166666666666665,12,11
56383,100,Short,1900-01-01 18:05:00,1900-01-01 21:00:00,2.9166666666666665,19,18
56384,56,Short,1900-01-01 17:55:00,1900-01-01 19:30:00,1.5833333333333333,12,11
56385,58,Short,1900-01-01 07:15:00,1900-01-01 09:00:00,1.75,12,11
56386,59,Short,1900-01-01 05:05:00,1900-01-01 06:50:00,1.75,9,8
56387,114,Short,1900-01-01 12:00:00,1900-01-01 14:55:00,2.9166666666666665,14,13
56388,114,Short,1900-01-01 17:10:00,1900-01-01 20:05:00,2.9166666666666665,17,16
56389,58,Short,1900-01-01 20:40:00,1900-01-01 22:30:00,1.8333333333333333,10,9
56390,59,Short,1900-01-01 17:10:00,1900-01-01 19:00:00,1.8333333333333333,9,8
56391,155,Short,1900-01-01 18:30:00,1900-01-01 22:50:00,4.333333333333333,25,24
56392,155,Short,1900-01-01 04:00:00,1900-01-01 08:35:00,4.583333333333333,25,24
56393,96,Short,1900-01-01 17:50:00,1900-01-01 20:25:00,2.5833333333333335,14,13
56394,95,Short,1900-01-01 08:35:00,1900-01-01 11:05:00,2.5,14,13
56501,693,Long,1900-01-01 07:10:00,1900-01-01 05:35:00,22.416666666666668,66,65
56502,691,Long,1900-01-01 23:30:00,1900-01-01 19:10:00,19.666666666666668,68,67
56503,747,Long,1900-01-01 07:20:00,1900-01-01 05:55:00,22.583333333333332,78,77
56504,749,Long,1900-01-01 20:40:00,1900-01-01 17:10:00,20.5,79,78
56505,17,Short,1900-01-01 13:00:00,1900-01-01 13:35:00,0.5833333333333334,6,5
56506,16,Short,1900-01-01 09:50:00,1900-01-01 10:25:00,0.5833333333333334,6,5
56507,84,Short,1900-01-01 06:20:00,1900-01-01 09:25:00,3.0833333333333335,17,16
56508,85,Short,1900-01-01 18:00:00,1900-01-01 20:35:00,2.5833333333333335,17,16
56509,84,Short,1900-01-01 14:00:00,1900-01-01 17:00:00,3.0,17,16
56510,85,Short,1900-01-01 07:00:00,1900-01-01 09:30:00,2.5,17,16
56511,17,Short,1900-01-01 05:30:00,1900-01-01 06:05:00,0.5833333333333334,6,5
56512,16,Short,1900-01-01 20:50:00,1900-01-01 21:25:00,0.5833333333333334,6,5
56513,568,Long,1900-01-01 03:40:00,1900-01-01 19:00:00,15.333333333333334,57,56
56514,567,Long,1900-01-01 07:15:00,1900-01-01 22:30:00,15.25,58,57
56515,470,Medium,1900-01-01 07:45:00,1900-01-01 20:45:00,13.0,63,62
56516,469,Medium,1900-01-01 07:00:00,1900-01-01 20:10:00,13.166666666666666,63,62
56517,93,Short,1900-01-01 18:10:00,1900-01-01 20:40:00,2.5,13,12
56518,93,Short,1900-01-01 07:10:00,1900-01-01 09:45:00,2.5833333333333335,12,11
56519,33,Short,1900-01-01 15:30:00,1900-01-01 16:45:00,1.25,5,4
56520,33,Short,1900-01-01 11:00:00,1900-01-01 12:00:00,1.0,5,4
56600,85,Short,1900-01-01 05:05:00,1900-01-01 07:25:00,2.3333333333333335,16,15
56601,85,Short,1900-01-01 17:45:00,1900-01-01 20:00:00,2.25,16,15
56602,175,Short,1900-01-01 14:45:00,1900-01-01 20:40:00,5.916666666666667,35,34
56603,207,Medium,1900-01-01 05:55:00,1900-01-01 12:15:00,6.333333333333333,41,40
56604,98,Short,1900-01-01 08:00:00,1900-01-01 10:50:00,2.8333333333333335,14,13
56605,131,Short,1900-01-01 16:40:00,1900-01-01 20:45:00,4.083333333333333,20,19
56610,110,Short,1900-01-01 17:05:00,1900-01-01 20:45:00,3.6666666666666665,19,18
56611,109,Short,1900-01-01 05:55:00,1900-01-01 08:40:00,2.75,19,18
56612,66,Short,1900-01-01 06:50:00,1900-01-01 08:30:00,1.6666666666666667,12,11
56613,66,Short,1900-01-01 09:20:00,1900-01-01 10:55:00,1.5833333333333333,12,11
56614,66,Short,1900-01-01 09:10:00,1900-01-01 10:45:00,1.5833333333333333,12,11
56616,66,Short,1900-01-01 11:15:00,1900-01-01 12:55:00,1.6666666666666667,12,11
56617,66,Short,1900-01-01 15:05:00,1900-01-01 16:40:00,1.5833333333333333,12,11
56619,66,Short,1900-01-01 17:10:00,1900-01-01 18:45:00,1.5833333333333333,12,11
56620,66,Short,1900-01-01 19:10:00,1900-01-01 20:50:00,1.6666666666666667,12,11
56621,66,Short,1900-01-01 19:30:00,1900-01-01 21:10:00,1.6666666666666667,12,11
56640,326,Medium,1900-01-01 05:50:00,1900-01-01 12:40:00,6.833333333333333,30,29
56641,324,Medium,1900-01-01 13:00:00,1900-01-01 20:55:00,7.916666666666667,30,29
56642,49,Short,1900-01-01 07:55:00,1900-01-01 09:25:00,1.5,5,4
56643,48,Short,1900-01-01 06:05:00,1900-01-01 07:30:00,1.4166666666666667,5,4
56644,49,Short,1900-01-01 20:10:00,1900-01-01 21:40:00,1.5,4,3
56645,48,Short,1900-01-01 18:20:00,1900-01-01 19:40:00,1.3333333333333333,4,3
56646,91,Short,1900-01-01 13:25:00,1900-01-01 16:05:00,2.6666666666666665,11,10
56647,90,Short,1900-01-01 10:05:00,1900-01-01 12:25:00,2.3333333333333335,11,10
56650,273,Medium,1900-01-01 05:40:00,1900-01-01 13:25:00,7.75,40,39
56651,273,Medium,1900-01-01 14:10:00,1900-01-01 21:35:00,7.416666666666667,40,39
56652,89,Short,1900-01-01 17:20:00,1900-01-01 20:05:00,2.75,20,19
56653,89,Short,1900-01-01 06:40:00,1900-01-01 09:05:00,2.4166666666666665,20,19
56654,220,Medium,1900-01-01 05:35:00,1900-01-01 11:35:00,6.0,40,39
56655,131,Short,1900-01-01 07:15:00,1900-01-01 10:35:00,3.3333333333333335,22,21
56656,131,Short,1900-01-01 16:30:00,1900-01-01 19:55:00,3.4166666666666665,23,22
56657,89,Short,1900-01-01 14:05:00,1900-01-01 16:20:00,2.25,20,19
56659,48,Short,1900-01-01 17:10:00,1900-01-01 18:20:00,1.1666666666666667,11,10
56661,83,Short,1900-01-01 06:20:00,1900-01-01 08:30:00,2.1666666666666665,13,12
56663,118,Short,1900-01-01 17:35:00,1900-01-01 21:25:00,3.8333333333333335,22,21
56664,119,Short,1900-01-01 07:20:00,1900-01-01 10:45:00,3.4166666666666665,22,21
56665,182,Short,1900-01-01 06:35:00,1900-01-01 11:50:00,5.25,20,19
56666,179,Short,1900-01-01 13:05:00,1900-01-01 18:10:00,5.083333333333333,20,19
56700,410,Medium,1900-01-01 23:15:00,1900-01-01 11:05:00,11.833333333333334,46,45
56701,409,Medium,1900-01-01 15:50:00,1900-01-01 06:45:00,14.916666666666666,49,48
56703,93,Short,1900-01-01 18:25:00,1900-01-01 20:50:00,2.4166666666666665,12,11
56704,94,Short,1900-01-01 06:15:00,1900-01-01 08:30:00,2.25,11,10
56705,333,Medium,1900-01-01 15:30:00,1900-01-01 00:40:00,9.166666666666666,43,42
56706,334,Medium,1900-01-01 03:00:00,1900-01-01 11:25:00,8.416666666666666,42,41
56707,62,Short,1900-01-01 07:55:00,1900-01-01 09:15:00,1.3333333333333333,8,7
56708,62,Short,1900-01-01 18:20:00,1900-01-01 19:50:00,1.5,8,7
56709,120,Short,1900-01-01 16:45:00,1900-01-01 20:10:00,3.4166666666666665,12,11
56710,120,Short,1900-01-01 07:45:00,1900-01-01 10:40:00,2.9166666666666665,12,11
56711,145,Short,1900-01-01 12:30:00,1900-01-01 17:30:00,5.0,26,25
56714,145,Short,1900-01-01 06:10:00,1900-01-01 11:15:00,5.083333333333333,18,17
56715,196,Short,1900-01-01 06:15:00,1900-01-01 12:05:00,5.833333333333333,19,18
56716,188,Short,1900-01-01 14:35:00,1900-01-01 20:10:00,5.583333333333333,19,18
56717,88,Short,1900-01-01 18:15:00,1900-01-01 20:40:00,2.4166666666666665,9,8
56718,73,Short,1900-01-01 06:55:00,1900-01-01 08:50:00,1.9166666666666667,8,7
56719,15,Short,1900-01-01 13:25:00,1900-01-01 13:45:00,0.3333333333333333,2,1
56721,161,Short,1900-01-01 12:40:00,1900-01-01 16:35:00,3.9166666666666665,17,16
56722,161,Short,1900-01-01 11:20:00,1900-01-01 15:10:00,3.8333333333333335,17,16
56723,161,Short,1900-01-01 06:50:00,1900-01-01 10:30:00,3.6666666666666665,17,16
56724,161,Short,1900-01-01 05:30:00,1900-01-01 09:20:00,3.8333333333333335,17,16
56725,161,Short,1900-01-01 18:10:00,1900-01-01 22:40:00,4.5,17,16
56726,161,Short,1900-01-01 18:00:00,1900-01-01 22:00:00,4.0,17,16
56731,173,Short,1900-01-01 07:15:00,1900-01-01 10:45:00,3.5,14,13
56732,173,Short,1900-01-01 07:00:00,1900-01-01 10:45:00,3.75,14,13
56733,173,Short,1900-01-01 11:30:00,1900-01-01 15:10:00,3.6666666666666665,14,13
56734,173,Short,1900-01-01 12:00:00,1900-01-01 15:45:00,3.75,14,13
56735,173,Short,1900-01-01 17:00:00,1900-01-01 21:10:00,4.166666666666667,14,13
56736,173,Short,1900-01-01 15:40:00,1900-01-01 19:35:00,3.9166666666666665,14,13
56741,59,Short,1900-01-01 17:50:00,1900-01-01 20:40:00,2.8333333333333335,10,9
56742,60,Short,1900-01-01 07:30:00,1900-01-01 09:35:00,2.0833333333333335,10,9
56761,61,Short,1900-01-01 07:10:00,1900-01-01 08:55:00,1.75,12,11
56762,61,Short,1900-01-01 07:20:00,1900-01-01 09:05:00,1.75,12,11
56763,61,Short,1900-01-01 09:30:00,1900-01-01 11:00:00,1.5,12,11
56764,61,Short,1900-01-01 16:20:00,1900-01-01 17:55:00,1.5833333333333333,12,11
56765,61,Short,1900-01-01 18:35:00,1900-01-01 20:30:00,1.9166666666666667,12,11
56766,61,Short,1900-01-01 17:55:00,1900-01-01 19:40:00,1.75,12,11
56767,121,Short,1900-01-01 08:45:00,1900-01-01 13:10:00,4.416666666666667,20,19
56768,121,Short,1900-01-01 14:20:00,1900-01-01 18:30:00,4.166666666666667,20,19
56769,459,Medium,1900-01-01 04:30:00,1900-01-01 16:00:00,11.5,43,42
56770,458,Medium,1900-01-01 11:10:00,1900-01-01 22:30:00,11.333333333333334,43,42
56796,72,Short,1900-01-01 06:35:00,1900-01-01 08:40:00,2.0833333333333335,17,16
56797,78,Short,1900-01-01 09:15:00,1900-01-01 11:50:00,2.5833333333333335,18,17
56798,78,Short,1900-01-01 14:45:00,1900-01-01 17:45:00,3.0,18,17
56799,72,Short,1900-01-01 18:25:00,1900-01-01 20:40:00,2.25,17,16
56800,72,Short,1900-01-01 10:15:00,1900-01-01 12:30:00,2.25,17,16
56801,72,Short,1900-01-01 07:25:00,1900-01-01 09:45:00,2.3333333333333335,17,16
56802,72,Short,1900-01-01 17:55:00,1900-01-01 20:10:00,2.25,17,16
56803,72,Short,1900-01-01 13:50:00,1900-01-01 16:30:00,2.6666666666666665,17,16
56811,120,Short,1900-01-01 06:15:00,1900-01-01 09:45:00,3.5,25,24
56812,120,Short,1900-01-01 18:05:00,1900-01-01 21:20:00,3.25,25,24
56819,39,Short,1900-01-01 08:05:00,1900-01-01 09:15:00,1.1666666666666667,10,9
56820,39,Short,1900-01-01 18:10:00,1900-01-01 19:30:00,1.3333333333333333,10,9
56821,214,Medium,1900-01-01 11:25:00,1900-01-01 16:20:00,4.916666666666667,20,19
56822,214,Medium,1900-01-01 12:05:00,1900-01-01 17:15:00,5.166666666666667,20,19
56823,120,Short,1900-01-01 20:00:00,1900-01-01 23:40:00,3.6666666666666665,24,23
56824,120,Short,1900-01-01 07:10:00,1900-01-01 10:45:00,3.5833333333333335,24,23
56825,358,Medium,1900-01-01 13:05:00,1900-01-01 22:40:00,9.583333333333334,28,27
56826,358,Medium,1900-01-01 05:30:00,1900-01-01 14:40:00,9.166666666666666,28,27
56829,263,Medium,1900-01-01 06:40:00,1900-01-01 12:45:00,6.083333333333333,25,24
56830,264,Medium,1900-01-01 13:55:00,1900-01-01 20:25:00,6.5,25,24
56839,178,Short,1900-01-01 15:20:00,1900-01-01 19:45:00,4.416666666666667,23,22
56840,180,Short,1900-01-01 06:25:00,1900-01-01 12:30:00,6.083333333333333,23,22
56841,141,Short,1900-01-01 06:50:00,1900-01-01 11:10:00,4.333333333333333,25,24
56842,141,Short,1900-01-01 16:35:00,1900-01-01 20:15:00,3.6666666666666665,25,24
56843,141,Short,1900-01-01 16:10:00,1900-01-01 20:00:00,3.8333333333333335,22,21
56844,141,Short,1900-01-01 07:50:00,1900-01-01 11:35:00,3.75,22,21
56845,178,Short,1900-01-01 05:30:00,1900-01-01 10:35:00,5.083333333333333,23,22
56846,180,Short,1900-01-01 16:10:00,1900-01-01 21:20:00,5.166666666666667,23,22
56859,133,Short,1900-01-01 18:10:00,1900-01-01 21:10:00,3.0,11,10
56860,133,Short,1900-01-01 05:25:00,1900-01-01 08:30:00,3.0833333333333335,11,10
56861,37,Short,1900-01-01 06:55:00,1900-01-01 07:45:00,0.8333333333333334,5,4
56862,37,Short,1900-01-01 08:10:00,1900-01-01 08:55:00,0.75,5,4
56863,37,Short,1900-01-01 14:15:00,1900-01-01 15:05:00,0.8333333333333334,5,4
56864,37,Short,1900-01-01 16:00:00,1900-01-01 16:55:00,0.9166666666666666,5,4
56865,37,Short,1900-01-01 17:45:00,1900-01-01 18:30:00,0.75,5,4
56866,37,Short,1900-01-01 19:35:00,1900-01-01 20:25:00,0.8333333333333334,5,4
56871,38,Short,1900-01-01 06:20:00,1900-01-01 07:25:00,1.0833333333333333,6,5
56872,38,Short,1900-01-01 08:10:00,1900-01-01 09:15:00,1.0833333333333333,6,5
56873,121,Short,1900-01-01 05:55:00,1900-01-01 09:10:00,3.25,22,21
56874,121,Short,1900-01-01 05:40:00,1900-01-01 09:10:00,3.5,22,21
56875,121,Short,1900-01-01 14:30:00,1900-01-01 17:40:00,3.1666666666666665,22,21
56876,121,Short,1900-01-01 15:45:00,1900-01-01 18:45:00,3.0,22,21
56877,121,Short,1900-01-01 17:40:00,1900-01-01 20:55:00,3.25,22,21
56878,121,Short,1900-01-01 17:45:00,1900-01-01 20:50:00,3.0833333333333335,22,21
56879,38,Short,1900-01-01 18:10:00,1900-01-01 19:10:00,1.0,6,5
56880,38,Short,1900-01-01 19:45:00,1900-01-01 20:45:00,1.0,6,5
56881,160,Short,1900-01-01 04:55:00,1900-01-01 09:15:00,4.333333333333333,14,13
56882,264,Medium,1900-01-01 04:50:00,1900-01-01 12:40:00,7.833333333333333,30,29
56883,160,Short,1900-01-01 06:40:00,1900-01-01 11:10:00,4.5,14,13
56884,264,Medium,1900-01-01 16:35:00,1900-01-01 23:40:00,7.083333333333333,27,26
56885,264,Medium,1900-01-01 13:50:00,1900-01-01 21:00:00,7.166666666666667,27,26
56886,160,Short,1900-01-01 18:50:00,1900-01-01 23:00:00,4.166666666666667,15,14
56889,104,Short,1900-01-01 02:45:00,1900-01-01 05:30:00,2.75,13,12
56902,20,Short,1900-01-01 08:40:00,1900-01-01 09:30:00,0.8333333333333334,5,4
56903,378,Medium,1900-01-01 00:40:00,1900-01-01 10:10:00,9.5,33,32
56904,377,Medium,1900-01-01 17:40:00,1900-01-01 03:30:00,9.833333333333334,34,33
56905,357,Medium,1900-01-01 04:45:00,1900-01-01 14:00:00,9.25,40,39
56906,356,Medium,1900-01-01 13:00:00,1900-01-01 22:40:00,9.666666666666666,40,39
56907,20,Short,1900-01-01 18:55:00,1900-01-01 19:35:00,0.6666666666666666,5,4
56909,516,Long,1900-01-01 22:15:00,1900-01-01 11:40:00,13.416666666666666,36,35
56910,516,Long,1900-01-01 14:00:00,1900-01-01 05:15:00,15.25,35,34
56911,191,Short,1900-01-01 05:25:00,1900-01-01 10:15:00,4.833333333333333,19,18
56912,189,Short,1900-01-01 17:30:00,1900-01-01 22:40:00,5.166666666666667,19,18
56913,470,Medium,1900-01-01 06:30:00,1900-01-01 18:45:00,12.25,44,43
56914,468,Medium,1900-01-01 09:15:00,1900-01-01 21:15:00,12.0,44,43
56915,191,Short,1900-01-01 04:15:00,1900-01-01 09:10:00,4.916666666666667,22,21
56916,189,Short,1900-01-01 18:50:00,1900-01-01 23:50:00,5.0,22,21
56917,62,Short,1900-01-01 11:40:00,1900-01-01 13:05:00,1.4166666666666667,5,4
56918,62,Short,1900-01-01 14:00:00,1900-01-01 15:18:00,1.3,5,4
56921,141,Short,1900-01-01 18:00:00,1900-01-01 21:30:00,3.5,12,11
56922,141,Short,1900-01-01 06:00:00,1900-01-01 09:40:00,3.6666666666666665,10,9
56925,69,Short,1900-01-01 05:30:00,1900-01-01 06:50:00,1.3333333333333333,7,6
56926,69,Short,1900-01-01 08:15:00,1900-01-01 09:55:00,1.6666666666666667,6,5
56961,61,Short,1900-01-01 06:30:00,1900-01-01 08:20:00,1.8333333333333333,11,10
56962,58,Short,1900-01-01 07:35:00,1900-01-01 09:05:00,1.5,11,10
56963,61,Short,1900-01-01 12:20:00,1900-01-01 14:05:00,1.75,12,11
56964,58,Short,1900-01-01 13:10:00,1900-01-01 15:00:00,1.8333333333333333,12,11
56965,61,Short,1900-01-01 17:15:00,1900-01-01 19:00:00,1.75,12,11
56966,58,Short,1900-01-01 17:30:00,1900-01-01 19:10:00,1.6666666666666667,12,11
57121,243,Medium,1900-01-01 05:00:00,1900-01-01 10:30:00,5.5,26,25
57122,191,Short,1900-01-01 15:15:00,1900-01-01 20:00:00,4.75,21,20
57123,332,Medium,1900-01-01 05:45:00,1900-01-01 14:45:00,9.0,39,38
57124,381,Medium,1900-01-01 11:00:00,1900-01-01 21:15:00,10.25,44,43
57129,455,Medium,1900-01-01 18:30:00,1900-01-01 08:45:00,14.25,63,62
57130,445,Medium,1900-01-01 19:45:00,1900-01-01 11:10:00,15.416666666666666,53,52
57131,22,Short,1900-01-01 09:05:00,1900-01-01 10:15:00,1.1666666666666667,12,11
57133,366,Medium,1900-01-01 12:25:00,1900-01-01 22:10:00,9.75,42,41
57134,366,Medium,1900-01-01 07:00:00,1900-01-01 17:30:00,10.5,38,37
57135,450,Medium,1900-01-01 21:20:00,1900-01-01 09:50:00,12.5,47,46
57136,453,Medium,1900-01-01 21:15:00,1900-01-01 11:25:00,14.166666666666666,48,47
57145,56,Short,1900-01-01 08:50:00,1900-01-01 10:10:00,1.3333333333333333,8,7
57146,56,Short,1900-01-01 17:30:00,1900-01-01 18:50:00,1.3333333333333333,8,7
57155,223,Medium,1900-01-01 03:45:00,1900-01-01 10:50:00,7.083333333333333,29,28
57156,223,Medium,1900-01-01 17:25:00,1900-01-01 23:10:00,5.75,29,28
57225,350,Medium,1900-01-01 08:25:00,1900-01-01 19:00:00,10.583333333333334,58,57
57226,350,Medium,1900-01-01 09:40:00,1900-01-01 18:55:00,9.25,55,54
57229,372,Medium,1900-01-01 21:10:00,1900-01-01 08:50:00,11.666666666666666,35,34
57230,371,Medium,1900-01-01 20:05:00,1900-01-01 08:15:00,12.166666666666666,36,35
57231,217,Medium,1900-01-01 17:25:00,1900-01-01 22:30:00,5.083333333333333,27,26
57232,217,Medium,1900-01-01 04:45:00,1900-01-01 10:30:00,5.75,27,26
57237,225,Medium,1900-01-01 04:00:00,1900-01-01 09:15:00,5.25,28,27
57238,226,Medium,1900-01-01 13:00:00,1900-01-01 19:05:00,6.083333333333333,29,28
57239,137,Short,1900-01-01 16:00:00,1900-01-01 22:20:00,6.333333333333333,21,20
57240,209,Medium,1900-01-01 05:15:00,1900-01-01 12:35:00,7.333333333333333,31,30
57241,220,Medium,1900-01-01 04:00:00,1900-01-01 09:15:00,5.25,35,34
57242,220,Medium,1900-01-01 15:15:00,1900-01-01 20:45:00,5.5,35,34
57255,168,Short,1900-01-01 04:30:00,1900-01-01 09:45:00,5.25,23,22
57256,168,Short,1900-01-01 17:10:00,1900-01-01 21:40:00,4.5,23,22
57257,602,Long,1900-01-01 01:05:00,1900-01-01 20:45:00,19.666666666666668,92,91
57258,603,Long,1900-01-01 07:00:00,1900-01-01 02:45:00,19.75,90,89
57264,29,Short,1900-01-01 23:05:00,1900-01-01 00:10:00,1.0833333333333333,7,6
57265,29,Short,1900-01-01 03:50:00,1900-01-01 05:05:00,1.25,7,6
57271,535,Long,1900-01-01 21:00:00,1900-01-01 14:25:00,17.416666666666668,68,67
57272,535,Long,1900-01-01 15:15:00,1900-01-01 09:00:00,17.75,71,70
57273,578,Long,1900-01-01 06:00:00,1900-01-01 21:45:00,15.75,59,58
57274,577,Long,1900-01-01 06:05:00,1900-01-01 21:15:00,15.166666666666666,60,59
57277,292,Medium,1900-01-01 06:10:00,1900-01-01 12:55:00,6.75,45,44
57278,220,Medium,1900-01-01 18:15:00,1900-01-01 23:30:00,5.25,34,33
57305,622,Long,1900-01-01 14:40:00,1900-01-01 08:45:00,18.083333333333332,78,77
57306,622,Long,1900-01-01 17:30:00,1900-01-01 09:45:00,16.25,56,55
57307,32,Short,1900-01-01 10:05:00,1900-01-01 11:30:00,1.4166666666666667,18,17
57308,32,Short,1900-01-01 12:40:00,1900-01-01 14:10:00,1.5,18,17
57317,130,Short,1900-01-01 08:00:00,1900-01-01 11:45:00,3.75,17,16
57320,130,Short,1900-01-01 16:30:00,1900-01-01 19:45:00,3.25,17,16
57323,35,Short,1900-01-01 15:00:00,1900-01-01 16:00:00,1.0,4,3
57324,35,Short,1900-01-01 13:05:00,1900-01-01 14:05:00,1.0,4,3
57325,622,Long,1900-01-01 05:10:00,1900-01-01 22:30:00,17.333333333333332,77,76
57326,622,Long,1900-01-01 05:15:00,1900-01-01 23:15:00,18.0,79,78
57327,333,Medium,1900-01-01 06:30:00,1900-01-01 15:20:00,8.833333333333334,36,35
57328,333,Medium,1900-01-01 12:10:00,1900-01-01 21:25:00,9.25,36,35
57329,379,Medium,1900-01-01 15:00:00,1900-01-01 03:00:00,12.0,49,48
57330,380,Medium,1900-01-01 01:00:00,1900-01-01 11:50:00,10.833333333333334,49,48
57381,171,Short,1900-01-01 16:35:00,1900-01-01 22:40:00,6.083333333333333,31,30
57382,171,Short,1900-01-01 06:05:00,1900-01-01 11:40:00,5.583333333333333,26,25
57401,104,Short,1900-01-01 06:45:00,1900-01-01 09:30:00,2.75,13,12
57402,104,Short,1900-01-01 14:40:00,1900-01-01 18:15:00,3.5833333333333335,13,12
57403,104,Short,1900-01-01 19:30:00,1900-01-01 22:20:00,2.8333333333333335,14,13
57404,104,Short,1900-01-01 06:15:00,1900-01-01 09:10:00,2.9166666666666665,14,13
57405,104,Short,1900-01-01 11:00:00,1900-01-01 14:00:00,3.0,13,12
57406,104,Short,1900-01-01 18:15:00,1900-01-01 22:10:00,3.9166666666666665,13,12
57411,83,Short,1900-01-01 13:45:00,1900-01-01 16:00:00,2.25,7,6
57412,83,Short,1900-01-01 10:55:00,1900-01-01 12:30:00,1.5833333333333333,7,6
57425,358,Medium,1900-01-01 09:40:00,1900-01-01 19:20:00,9.666666666666666,50,49
57426,356,Medium,1900-01-01 05:45:00,1900-01-01 15:50:00,10.083333333333334,49,48
57429,92,Short,1900-01-01 06:30:00,1900-01-01 09:10:00,2.6666666666666665,12,11
57430,93,Short,1900-01-01 17:30:00,1900-01-01 19:50:00,2.3333333333333335,12,11
57435,236,Medium,1900-01-01 17:35:00,1900-01-01 23:40:00,6.083333333333333,24,23
57436,236,Medium,1900-01-01 07:00:00,1900-01-01 12:50:00,5.833333333333333,41,40
57447,105,Short,1900-01-01 13:10:00,1900-01-01 15:45:00,2.5833333333333335,15,14
57448,182,Short,1900-01-01 16:10:00,1900-01-01 22:15:00,6.083333333333333,43,42
57451,234,Medium,1900-01-01 14:30:00,1900-01-01 21:45:00,7.25,22,21
57452,234,Medium,1900-01-01 07:05:00,1900-01-01 13:10:00,6.083333333333333,22,21
57456,105,Short,1900-01-01 14:10:00,1900-01-01 16:35:00,2.4166666666666665,20,19
57473,191,Short,1900-01-01 16:10:00,1900-01-01 22:55:00,6.75,40,39
57474,297,Medium,1900-01-01 04:45:00,1900-01-01 13:35:00,8.833333333333334,62,61
57475,370,Medium,1900-01-01 08:15:00,1900-01-01 20:15:00,12.0,39,38
57476,370,Medium,1900-01-01 07:10:00,1900-01-01 17:15:00,10.083333333333334,40,39
57477,473,Medium,1900-01-01 22:30:00,1900-01-01 12:00:00,13.5,42,41
57478,474,Medium,1900-01-01 14:25:00,1900-01-01 06:20:00,15.916666666666666,42,41
57486,77,Short,1900-01-01 05:50:00,1900-01-01 08:40:00,2.8333333333333335,27,26
57501,26,Short,1900-01-01 06:35:00,1900-01-01 07:35:00,1.0,5,4
57502,114,Short,1900-01-01 07:55:00,1900-01-01 11:25:00,3.5,16,15
57503,114,Short,1900-01-01 15:30:00,1900-01-01 19:00:00,3.5,16,15
57504,26,Short,1900-01-01 19:40:00,1900-01-01 20:45:00,1.0833333333333333,5,4
57512,58,Short,1900-01-01 09:40:00,1900-01-01 11:45:00,2.0833333333333335,8,7
57515,581,Long,1900-01-01 13:00:00,1900-01-01 04:25:00,15.416666666666666,57,56
57516,581,Long,1900-01-01 20:50:00,1900-01-01 11:55:00,15.083333333333334,58,57
57517,115,Short,1900-01-01 12:15:00,1900-01-01 15:00:00,2.75,15,14
57518,114,Short,1900-01-01 16:15:00,1900-01-01 19:10:00,2.9166666666666665,15,14
57521,92,Short,1900-01-01 20:45:00,1900-01-01 23:30:00,2.75,11,10
57522,92,Short,1900-01-01 16:15:00,1900-01-01 19:00:00,2.75,11,10
57539,298,Medium,1900-01-01 14:15:00,1900-01-01 22:40:00,8.416666666666666,36,35
57540,299,Medium,1900-01-01 13:15:00,1900-01-01 21:10:00,7.916666666666667,36,35
57541,325,Medium,1900-01-01 05:20:00,1900-01-01 15:20:00,10.0,34,33
57542,347,Medium,1900-01-01 18:45:00,1900-01-01 04:40:00,9.916666666666666,36,35
